transcript	gene	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	exp_syn	exp_mis	exp_lof	syn_z	mis_z	lof_z	pLI
ENST00000457408.2	TMED4	7	5	44619077	44621805	684	4.59246902954e-06	9.79443899764e-06	5.66794569136e-07	29	65	2	43.5683669012	94.6388407907	7.81334330321	1.36827928657525	1.49019447450231	2.06014224621129	0.292927703052725
ENST00000308153.4	H2AFV	7	5	44874099	44887570	387	1.37390026238e-06	4.20370912548e-06	2.79825279017e-07	13	15	1	16.8687108078	47.7780018475	4.90250663625	0.583948695409209	2.31944950522745	1.74591965212762	0.412114349708015
ENST00000289547.4	NPC1L1	7	20	44553045	44580858	4080	2.10800763896e-05	4.46586799528e-05	2.94197946026e-06	277	488	22	229.050039695	480.578969708	37.6038321214	-1.96414181139107	-0.165575643132557	2.52060572116583	1.37380138652805e-10
ENST00000297323.7	ADCY1	7	20	45614142	45753594	3360	2.42001228337e-05	4.63812988026e-05	2.45785147857e-06	200	212	2	256.065418926	490.381861688	34.9876887941	2.17204530588669	6.14879782366785	5.52438479430096	0.999909620125574
ENST00000381083.4	IGFBP3	7	4	45954418	45960739	894	8.65922610735e-06	1.56435102315e-05	6.45676360299e-07	28	53	1	26.873896	64.1358215	4.3917177	-0.134666960849308	0.680124347281926	1.60321652092499	0.362251902433295
ENST00000275525.3	IGFBP1	7	4	45928251	45932690	780	6.40862598465e-06	1.10555525089e-05	6.02801467212e-07	39	78	5	53.4814674372	94.4309639077	7.29465738844	1.22761010191324	0.827031724286815	0.841598748637449	0.00178327971594811
ENST00000468812.1	PPIA	7	5	44836323	44841021	498	2.19947174826e-06	5.32530053637e-06	2.8607863125e-07	18	15	0	26.2334575045	60.3931133653	5.18476425611	0.99656133992917	2.85701615516559	2.25555898795197	0.808049495342876
ENST00000398879.1	TNS3	7	26	47317673	47479234	4338	2.58442934631e-05	5.05113953567e-05	2.95935798008e-06	314	518	5	291.690185237	561.501237364	43.1057431708	-0.809811903218615	0.897929754059926	5.74926789449231	0.999389290859683
ENST00000258787.7	MYO1G	7	22	45002337	45018560	3057	1.69473799301e-05	4.2132393648e-05	2.91816094582e-06	155	340	17	170.298197391	416.382766959	38.5722200427	0.726749437586003	1.83090408234301	3.44070339953316	7.64108904488102e-07
ENST00000258770.3	TBRG4	7	10	45139923	45148836	1896	9.48167805407e-06	2.01144462925e-05	1.66166343546e-06	115	208	4	107.255087008	223.950833444	22.3085202568	-0.463613743385299	0.521341906720128	3.83979136588757	0.780939582899283
ENST00000381112.3	CCM2	7	10	45067303	45115656	1398	8.14905886027e-06	1.61745070074e-05	9.34461690838e-07	92	157	3	92.7021253522	180.779320132	14.3245086464	0.045208710224149	0.865049885520434	2.96393846390607	0.483088350953085
ENST00000258772.5	DDX56	7	14	44605600	44613494	1644	7.18794632064e-06	1.8770458042e-05	1.41729129631e-06	85	211	12	82.8522229142	205.540699329	20.7687100442	-0.1462807504231	-0.18625352592927	1.90599004605896	3.51574131414912e-06
ENST00000289672.2	PKD1L1	7	57	47814740	47988037	8550	3.64336775158e-05	8.18741500248e-05	7.04284917812e-06	466	992	54	415.854313155	905.84224291	99.2285973705	-1.52444777535984	-1.40018296617895	4.49763716682878	1.72329201787273e-23
ENST00000408988.2	C7orf65	7	3	47694876	47698826	456	1.42916528488e-06	3.78776348594e-06	2.88402401788e-07	24	64	7	16.7236076227	42.4631746125	4.2379024451	-1.10306318419941	-1.61656062985192	-1.32908638070004	2.78279603971715e-06
ENST00000242249.4	RAMP3	7	3	45197427	45223011	447	3.40230066203e-06	6.2685299949e-06	2.44085066666e-07	31	54	3	35.4001337729	64.4300154366	3.45405632053	0.458471723044142	0.635561343097244	0.242010772513705	0.00952875139018002
ENST00000490531.2	NACAD	7	8	45120107	45128493	4689	2.6432376128e-05	4.84851490636e-05	2.34062338721e-06	2	8	0	2.17062462958	4.8069576227	0.538505730968	0.0717959250701193	-0.712337772252887	0.72691703280776	0.365728808142491
ENST00000395699.2	PURB	7	1	44924008	44924947	939	1.11236710479e-05	1.88567406307e-05	6.32226127338e-07	63	66	1	114.937734778067	194.576531156952	6.89189559726882	3.0033152231848	4.50850816205234	2.22318400733034	0.605935032790202
ENST00000046087.2	ZPBP	7	8	49977123	50132790	1056	4.08666364321e-06	1.16692021316e-05	1.06518198525e-06	51	117	4	43.0993276855	118.058995794	14.4789163609	-0.746067508944065	0.0476719456695463	2.72796016785428	0.159636078544989
ENST00000297325.4	SUN3	7	10	48026926	48068535	1074	4.18374309103e-06	9.69182131726e-06	9.77158590003e-07	51	126	9	49.6187382086	109.769044322	14.2443258381	-0.121563176108609	-0.757742939575404	1.37644369384557	3.79821816082152e-05
ENST00000258774.5	HUS1	7	8	48004952	48019116	843	3.29579731868e-06	7.66187188462e-06	8.73396197744e-07	34	102	7	39.4841953249	87.132204797	12.6160041648	0.541067034736462	-0.77906531169679	1.56623246865502	0.000609572433043018
ENST00000407838.3	VSTM2A	7	5	54610423	54636778	711	4.69828772915e-06	8.52090472371e-06	7.14617938894e-07	40	79	3	48.1487955847	84.508876598	8.92990944074	0.728031771156956	0.293108609608158	1.96568626967479	0.107352765766498
ENST00000331803.4	UPP1	7	7	48134380	48147954	933	4.88204928672e-06	1.11330901938e-05	5.25663129586e-07	68	132	7	57.9375927695	128.514038571	8.82510033192	-0.819542018228843	-0.150407200794282	0.608578476601498	9.00844799997619e-05
ENST00000265136.7	COBL	7	13	51085247	51384330	3786	2.07539100007e-05	4.12538114069e-05	2.2937210984e-06	223	526	4	226.002373967	449.155175232	29.71041899	0.12381164688279	-1.77350641215739	4.67244774301234	0.982698636920497
ENST00000444124.2	DDC	7	13	50530928	50611783	1443	7.36977324697e-06	1.6324375492e-05	1.21585681054e-06	86	163	10	86.7006552701	186.39303359	18.7698527688	0.0466493495182555	0.83808410844439	2.0051716639751	4.60661229193956e-05
ENST00000415949.1	SEC61G	7	3	54820103	54825281	207	5.07004889531e-07	1.87000202064e-06	1.37078304362e-07	7	10	0	6.90840423033	22.3356982714	2.73491695026	-0.0216041475804703	1.27667530473527	1.63818056128013	0.611529456532535
ENST00000439701.1	IKZF1	7	6	50358657	50468325	1434	1.1452798245e-05	2.11346660553e-05	1.03101889545e-06	90	94	0	111.040565433	204.973487821	12.6017233907	1.23784622636087	3.7912888886131	3.51645128843664	0.985751324145976
ENST00000254770.2	LANCL2	7	9	55433718	55499013	1353	7.81965292016e-06	1.63903080792e-05	1.31052385748e-06	70	154	3	80.7131538891	171.397903151	17.9916204609	0.739255434165314	0.649995842095304	3.50108837319871	0.786760146345929
ENST00000258776.4	C7orf69	7	3	47834933	47859195	369	1.01239303254e-06	2.76884209011e-06	2.74135449062e-07	15	23	2	8.58437049966	22.0633697671	3.1201059586	-1.35748354478298	-0.0975323308001125	0.628151104515213	0.051049199904848
ENST00000398812.2	GRB10	7	16	50660648	50800019	1785	9.42165923325e-06	1.87727208405e-05	1.76508571718e-06	101	159	6	110.562290822	214.522726938	26.2756868639	0.563778203620043	1.85417377255796	3.91821410507322	0.367423738728048
ENST00000275493.2	EGFR	7	28	55086970	55273310	3633	1.9892625033e-05	4.19694157749e-05	3.46678740533e-06	238	368	7	231.167233004	477.438099759	49.8304444331	-0.278602523235148	2.44977644429143	6.01028268910661	0.998664530178053
ENST00000408890.4	POM121L12	7	1	53103364	53104255	891	6.60896459224e-06	1.29590578005e-05	4.69085020333e-07	88	170	6	75.30005	147.2479468	5.7339272	-0.907306080981078	-0.917093059844299	-0.110068762951271	8.97051067778844e-05
ENST00000596947.1	AC004899.1	7	1	48887500	48887911	411	4.13833143176e-06	8.33908604046e-06	3.42418017918e-07	22	49	5	32.4559104507511	65.1095305302678	2.94923694299669	1.13779595393973	0.976510782107182	-1.18290636674476	9.64120892106423e-05
ENST00000435803.1	ABCA13	7	62	48211080	48685108	15177	5.25497346045e-05	0.000126674267363	9.47521249294e-06	666	1673	118	552.069119356	1302.18918129	117.091163533	-3.00603648836244	-5.0261097367548	-0.0831980969499159	3.30732765255053e-78
ENST00000419119.1	FIGNL1	7	1	50512960	50514985	2025	6.03967349813e-06	1.75415659394e-05	1.08208271784e-06	92	263	8	68.84985	199.16874	12.67932229	-1.72962425822961	-2.21227725398447	1.30174126102533	0.000108679232933473
ENST00000348904.3	C7orf57	7	8	48075905	48099869	888	4.34350626034e-06	8.97919094346e-06	8.74559123699e-07	41	90	8	43.8443602334	88.2205921231	10.8849458497	0.26630369112318	-0.0926632404328227	0.866192110255052	4.29144419573902e-05
ENST00000340652.4	VWC2	7	3	49815031	49951781	978	9.73564645657e-06	1.66178284458e-05	5.32134849151e-07	44	45	0	60.7962832533	105.557679986	4.97610312119	1.33543908234917	2.88297493344903	2.20970538212017	0.795160869537721
ENST00000395391.1	ZNF107	7	2	64152319	64169034	2352	6.42436183888e-06	1.75230189381e-05	1.32686782213e-06	84	274	21	67.547132797	182.892735951	14.6047874447	-1.24104545917133	-3.29512149580324	-1.65766623317539	7.59375740639872e-17
ENST00000285279.5	VOPP1	7	5	55540547	55640017	519	3.62797143276e-06	6.8030132127e-06	4.33580020418e-07	18	56	2	31.6195692224	58.7327720493	5.20173512802	1.50153303054536	0.174413160459523	1.39059589447106	0.12531564122422
ENST00000395471.3	PSPH	7	5	56079454	56088905	678	2.85372167363e-06	6.49254335825e-06	5.46299107362e-07	29	70	1	33.8747255741	74.1509523412	8.10347431139	0.519232767390986	0.235779285062898	2.47186570062885	0.709723367299492
ENST00000388975.3	SEPT14	7	9	55863605	55929689	1299	4.28815383359e-06	1.13003925456e-05	1.15463051378e-06	43	129	9	46.058434573	114.499288411	14.8338054397	0.279378776062393	-0.662832817565467	1.50042870218137	4.96607463060426e-05
ENST00000331162.4	ZNF479	7	4	57187546	57200031	1575	4.55396001563e-06	1.24095638606e-05	8.56540127582e-07	14	63	5	48.3494784735	129.119599313	10.6353848319	3.06248338251082	2.84610273147644	1.71173539397231	0.00810131717246567
ENST00000322090.3	GBAS	7	10	56032302	56066765	861	4.04340581821e-06	9.46056157521e-06	1.11426543118e-06	45	63	9	36.8539605415	84.7916819875	14.4350459174	-0.831866936933516	1.15752547342702	1.4170454802718	4.14826721847044e-05
ENST00000550760.3	ZNF727	7	4	63505999	63538927	1500	4.53871831384e-06	1.21243700354e-05	8.25648326471e-07	37	100	9	30.294857572	79.3146658155	6.35294201229	-0.755218900106397	-1.13606233276374	-1.04031685907932	1.56297034947385e-07
ENST00000423484.2	ZNF736	7	4	63774528	63809525	1284	3.72119158741e-06	9.80907834949e-06	6.56476857301e-07	26	83	2	26.3294485227	67.9560696397	5.57243654564	0.0398032101587103	-0.892613835765602	1.49910348181139	0.143727833114872
ENST00000421025.1	ZNF679	7	4	63709495	63727247	1236	3.68925436169e-06	9.53812778318e-06	7.52628586214e-07	62	151	12	37.5659687294	94.0857568542	9.12787365896	-2.47142372255607	-2.86995737265707	-0.941690995689104	1.4326770609757e-09
ENST00000395422.3	CHCHD2	7	4	56169543	56174106	456	2.20913069089e-06	5.29602288289e-06	4.74300393413e-07	20	54	6	26.7062887	61.6814266	7.05030808	0.80449809131397	0.478389158623833	0.391834182372342	0.000221319937862802
ENST00000285298.4	MRPS17	7	2	56020888	56022871	393	1.67557782016e-06	3.75382507339e-06	2.98763616363e-07	16	54	0	19.822836	43.3698124	4.2232463	0.532295310496236	-0.789521111650647	2.03569580920162	0.74281378474708
ENST00000275603.4	CCT6A	7	14	56119541	56130778	1596	6.64240394375e-06	1.49633956978e-05	1.28157471179e-06	70	137	0	70.8233302861	158.257103025	18.9595958191	0.060650616639461	0.82649248471884	4.31324649589308	0.998661755000443
ENST00000452681.2	PHKG1	7	10	56148746	56156634	1260	7.22958860264e-06	1.60732234105e-05	1.52123547073e-06	76	170	16	77.8898582023	167.207486695	18.3992654651	0.132751257284881	-0.105628657841274	0.554073994829769	3.5805417364897e-10
ENST00000429591.2	ZNF713	7	4	55980368	56007699	1293	4.30691902862e-06	1.09332704747e-05	7.86767834556e-07	47	123	6	48.8834272459	122.319189325	10.0337436785	0.167000633405723	-0.0301084692170625	1.26143975904765	0.00111519799587951
ENST00000342190.6	SUMF2	7	8	56131947	56147564	1077	5.84836296617e-06	1.24556989764e-05	1.09946442565e-06	55	154	9	60.5844372896	127.083533444	15.0764758938	0.444783353466409	-1.16785911701946	1.55021356706565	5.52632393168249e-05
ENST00000309683.6	ZNF680	7	4	63981538	64023332	1593	4.25318885065e-06	1.19775830761e-05	8.51685226842e-07	52	165	9	45.6207396877	125.572304291	10.5480829478	-0.58551578445271	-1.72096085725998	0.472168603850444	4.59084206576754e-06
ENST00000420713.1	ZNF716	7	4	57509994	57529655	1488	4.26700721061e-06	1.16701948352e-05	8.17271962967e-07	70	166	11	42.8649074613	113.853336597	9.70011932692	-2.56938875579066	-2.39039925275056	-0.413432552059052	2.56317973452826e-08
ENST00000304895.4	GUSB	7	12	65425883	65447170	1956	1.19756372607e-05	2.4680791186e-05	2.08415717024e-06	105	208	12	131.723128339	266.069362663	27.1596324522	1.4434618402968	1.74127067139968	2.88148541801718	4.07005874224264e-05
ENST00000394323.2	ERV3-1	7	1	64451589	64453404	1815	6.76430743645e-06	1.61133874024e-05	1.23963250083e-06	89	203	11	70.421232925243	167.22248774596	13.2182626742	-1.37250719371549	-1.35325331333797	0.604387461511124	4.31444689510584e-07
ENST00000284957.5	RABGEF1	7	8	66236886	66274271	1476	5.82913243219e-06	1.4746236121e-05	1.39223936228e-06	59	140	4	68.3818335099	167.769603127	18.873431512	0.70334230623741	1.0486472671184	3.3913714562043	0.496529665997915
ENST00000395326.3	CRCP	7	6	65579949	65617344	447	1.88070470687e-06	4.22454523622e-06	3.82171039984e-07	23	42	5	23.8233555	50.3795516	6.84465591	0.104577362559359	0.577444154516798	0.698440259885224	0.00139892682926566
ENST00000333538.5	WBSCR17	7	11	70597788	71177131	1797	1.10629738794e-05	2.36055811646e-05	1.14447246676e-06	107	167	5	124.578739277	262.232764714	17.3160359258	0.976369826807641	2.87646790292318	2.93181384626895	0.0956174277642264
ENST00000359626.5	TYW1	7	16	66461965	66703516	2199	1.01494561982e-05	2.17363418239e-05	2.09373547122e-06	86	193	11	117.911895006	246.727777568	29.2147038696	1.8218948288145	1.67304036751505	3.33818952060707	0.000457248889921904
ENST00000476120.1	ZNF273	7	4	64363695	64389416	1710	4.88885335534e-06	1.30831709904e-05	8.65676229527e-07	64	176	9	57.068103	149.911452	11.484677	-0.568859536253468	-1.0421929131194	0.726273598633792	8.54685134114473e-06
ENST00000440155.2	ZNF138	7	3	64254946	64292580	882	2.298234913e-06	7.03030352238e-06	4.85393509988e-07	34	103	9	27.2967654	80.9120918	6.75689859	-0.79538604048438	-1.20105911366776	-0.854800790206629	2.22312670470713e-07
ENST00000342771.4	AUTS2	7	19	69064639	70255982	3780	2.50297234827e-05	5.10851426751e-05	2.86346753446e-06	256	379	5	258.566620069	523.725926536	38.2003067576	0.0989512931291896	3.09321905046711	5.32106238663731	0.996187482008472
ENST00000510829.2	KCTD7	7	8	66236886	66274271	1476	5.82913243219e-06	1.4746236121e-05	1.39223936228e-06	59	140	4	68.3818335099	167.769603127	18.873431512	0.70334230623741	1.0486472671184	3.3913714562043	0.496529665997915
ENST00000304874.9	ASL	7	16	65541068	65557899	1395	7.88521529002e-06	1.79999669918e-05	1.61347723882e-06	98	171	15	87.0013278813	190.951565135	22.3907856216	-0.731015660769285	0.706207804439637	1.54719702918676	3.8494991468686e-08
ENST00000360768.3	VKORC1L1	7	3	65338358	65419287	531	3.71966020686e-06	7.19617173622e-06	5.37751302952e-07	34	35	0	37.7399065857	70.7612603593	5.98668272901	0.377407212896243	2.07936850979236	2.42372210707405	0.851484218854318
ENST00000246868.2	SBDS	7	5	66453357	66460404	753	3.27333841051e-06	8.00485516926e-06	6.47498878254e-07	35	69	3	38.7873611201	91.6169668694	9.23337805221	0.376999660666958	1.15574736712465	2.03204290519854	0.119263624331666
ENST00000438904.2	TYW1B	7	8	72209525	72298654	1017	4.38714740494e-06	9.32222279766e-06	9.90779395996e-07	43	126	13	50.9803005211	104.285164341	13.8337687251	0.692895171766532	-1.04006610629129	0.22205728668042	8.1161283885492e-09
ENST00000328747.7	ZNF92	7	4	64838910	64864788	1761	4.79310206331e-06	1.35623759161e-05	8.504448258e-07	58	161	11	55.9832244	155.3409795	11.31210262	-0.167100999208007	-0.222081856234653	0.0919211456204196	9.99259330998176e-08
ENST00000395275.2	CALN1	7	6	71252759	71868354	786	4.41636392949e-06	9.66693690891e-06	7.78929116495e-07	53	52	3	42.600652578	95.0434373246	9.9910401596	-0.987751141276313	2.15954556734937	2.19091801075138	0.153650290078419
ENST00000304842.5	TPST1	7	4	65705412	65821829	1113	3.49450470619e-06	1.04101046852e-05	8.72689397166e-07	46	105	5	41.2065361862	119.524133347	11.5137650926	-0.462930162159829	0.649797425773439	1.90157340225737	0.0114811021514916
ENST00000282869.6	ZNF117	7	2	64438496	64441798	1452	4.00532010992e-06	1.11279042973e-05	8.40229965055e-07	63	178	7	46.219309	126.919655	10.35817334	-1.53019772193904	-2.21771334898918	1.03359686660138	0.00021360138840966
ENST00000341567.4	TMEM248	7	6	66406852	66420509	945	4.79364958763e-06	1.00476195925e-05	6.147451274e-07	67	96	2	55.2064562483	113.71386802	9.29361476483	-0.984008190637805	0.812500930847465	2.36995548262236	0.422731519664078
ENST00000395176.2	DNAJC30	7	1	73097072	73097753	681	5.96542337819e-06	1.36486231501e-05	4.60423082767e-07	52	121	4	68.00858	155.0608053	5.63578607	1.20342882636887	1.33788963604702	0.68255706334499	0.00479827795416004
ENST00000320531.2	WBSCR28	7	3	73275524	73280203	798	3.33265926821e-06	6.90805791957e-06	6.93847799935e-07	45	108	9	39.017013	79.5270282	9.11872958	-0.593800740547903	-1.56167894603548	0.0389476730119871	1.58800503099146e-06
ENST00000297873.4	WBSCR27	7	5	73249072	73256470	738	4.89443991901e-06	9.21272658519e-06	5.53304801361e-07	53	102	3	52.7963524436	96.7604425189	7.67628947454	-0.017375284617914	-0.260532767361482	1.67191969478976	0.0679116625114122
ENST00000285805.3	TRIM74	7	4	72430412	72436688	753	4.42158597837e-06	9.58775510851e-06	6.88744662458e-07	2	1	0	37.1972543153	81.0447689318	4.74879865132	3.57769032046034	4.34897514558718	2.15864679177102	0.780333820359187
ENST00000223368.2	BCL7B	7	6	72951627	72971908	609	3.74672801288e-06	7.55479992583e-06	5.39932287886e-07	45	54	1	39.6486307005	76.1053773009	8.06421284498	-0.526866228873746	1.23938652041654	2.46418037930506	0.706637383924404
ENST00000222812.3	STX1A	7	10	73114736	73133961	867	5.60654473237e-06	1.24759144122e-05	8.96493511415e-07	47	62	1	62.2263496837	131.982806215	11.8874664127	1.19662514128211	2.97953931736613	3.12803697354337	0.910475757164848
ENST00000252034.7	ELN	7	33	73442517	73483030	2175	1.39645252938e-05	2.46596461101e-05	2.2765306433e-06	163	269	15	160.039834555	275.37103443	37.7487189392	-0.145062953229676	0.18778673267151	3.66771507765061	1.51996287413625e-05
ENST00000423497.1	WBSCR22	7	13	73097955	73112216	897	3.83952394523e-06	1.0448181839e-05	1.3280183282e-06	44	101	4	45.5400627116	114.83146606	19.1367778101	0.141478447682695	0.631328304311671	3.42758824721752	0.52115193984232
ENST00000435050.1	CLDN4	7	1	73245531	73246161	630	5.40640472212e-06	9.44753923061e-06	2.62445293617e-07	63	83	5	61.67479	107.4616821	3.39265634	-0.104611718474172	1.15418719128679	-0.864427344107228	0.00013715830896755
ENST00000252037.4	FKBP6	7	8	72742431	72756897	984	5.0513381487e-06	1.10815752261e-05	1.02627134927e-06	32	84	4	52.5339337355	117.772652518	13.8554311664	1.75631165066525	1.52215867043775	2.62274036230401	0.13060063873413
ENST00000305632.5	TBL2	7	7	72984836	72992879	1344	7.83314074876e-06	1.74518746527e-05	9.55605653801e-07	87	179	6	84.9887841935	189.506454533	13.3065879927	-0.135247191783591	0.373303863688457	1.9841338524379	0.00437650656905421
ENST00000222800.3	ABHD11	7	6	73150888	73153127	948	6.34821098998e-06	1.35381660393e-05	9.51165217007e-07	51	123	9	64.484185997	137.64409508	11.5729212329	1.04099268812108	0.610520603113771	0.749194692958507	9.03291221619057e-06
ENST00000395145.2	CLDN3	7	1	73183716	73184379	663	7.4304519719e-06	1.17400497061e-05	3.15793598392e-07	35	72	0	72.8741039800984	114.93108705081	3.44277711375688	2.75045881776444	1.95870768790723	1.83799421167445	0.678537320145956
ENST00000324941.4	VPS37D	7	4	73082288	73085706	756	5.1619980146e-06	1.23874771496e-05	4.79293932253e-07	32	57	0	30.7062082747	73.3960304284	3.19875834896	-0.144743856716357	0.936092686168985	1.77166002240177	0.656347210550458
ENST00000339594.4	BAZ1B	7	19	72856525	72936263	4452	1.52809645144e-05	4.28823944244e-05	3.72722988018e-06	197	308	2	172.882958707	477.969778711	49.243348998	-1.13709467445448	3.80266433461368	6.66893657504048	0.999999562861573
ENST00000333149.2	TRIM50	7	6	72726916	72738785	1464	9.53894340242e-06	2.01207304775e-05	1.07217063768e-06	82	170	10	89.0938298929	187.499122011	12.8710057241	0.465914704131701	0.625075611268904	0.792715818610409	2.72561665019464e-06
ENST00000310326.8	NSUN5	7	10	72717394	72722787	1413	9.22020311493e-06	1.90407145353e-05	1.4156270515e-06	82	177	12	102.267012036	206.549402248	18.7096359052	1.24242786882086	1.00566464275078	1.53658293374561	1.45415268581091e-06
ENST00000313375.3	MLXIPL	7	17	73008194	73038822	2559	1.61196068346e-05	3.52303919672e-05	1.64734498192e-06	133	270	4	142.253121975	311.785599856	20.8863979557	0.480956568839526	1.15748423966167	3.66011718422151	0.676823094036297
ENST00000329959.4	WBSCR16	7	11	74457139	74489573	1395	9.60215640456e-06	1.94830466647e-05	1.51738376708e-06	20	42	6	44.4766006652	94.1576352504	8.91636890221	2.27527927057681	2.62909702942815	0.967471399345459	0.000647047934647949
ENST00000336180.2	LIMK1	7	16	73498320	73535631	1944	1.29037191688e-05	2.68977614604e-05	1.67508101385e-06	136	189	2	135.577257841	277.301548277	22.630842312	-0.0225054768271521	2.59363250358281	4.29592081158081	0.990896287164463
ENST00000055077.3	RFC2	7	11	73646435	73668713	1065	5.94794274788e-06	1.14031360161e-05	9.45143705979e-07	70	86	9	65.1534490208	122.976348504	14.3786492194	-0.372231806503934	1.63090704012841	1.4050892040983	4.04212746398499e-05
ENST00000289473.4	NCF1	7	11	74188378	74203504	1173	9.82638452829e-06	1.97841168708e-05	1.12713954732e-06	9	9	0	48.6338668406	93.6932138882	7.942935639	3.52327509837916	4.27967689817512	2.79177378261834	0.92335956129349
ENST00000336926.6	HIP1	7	31	75167492	75368238	3114	1.50133722771e-05	3.29928878004e-05	3.41980948372e-06	152	296	6	169.691076794	358.571227103	49.2524380794	0.841927666778695	1.61623057196092	6.10501084683659	0.999681016475132
ENST00000460943.1	LAT2	7	11	73630305	73639072	732	3.90748625825e-06	7.87146897907e-06	8.0028306645e-07	39	96	7	44.2851708605	87.1548167861	12.9134886848	0.492356030321986	-0.463422831839672	1.63009042882483	0.000691063098880473
ENST00000265753.8	EIF4H	7	7	73588713	73609638	747	3.96788853978e-06	9.66126496153e-06	8.49196023315e-07	49	40	1	45.9405017893	109.025977154	12.3090334636	-0.27983504793034	3.23343498945836	3.19303081263749	0.922544880243499
ENST00000394905.2	CCL26	7	3	75399010	75401494	285	8.93312576568e-07	2.46040346962e-06	4.07190485285e-07	10	34	3	9.83402146169	25.2323296939	4.81294052311	-0.0328123264374243	-0.853732801445773	0.818592940239	0.019786154155303
ENST00000455841.2	GTF2IRD1	7	26	73922410	74016760	2931	1.9184362237e-05	3.84475551608e-05	2.63009739234e-06	199	313	5	214.467383579	417.765268236	38.3799677773	0.654766113938644	2.50707737392565	5.33732082220741	0.996434356913921
ENST00000324896.4	GTF2I	7	33	74103462	74173168	2997	1.26539220003e-05	2.88381238795e-05	3.53409354305e-06	62	56	1	76.3103051692	174.098582687	25.296205129	1.01556306228307	4.37787709541862	4.78520426955095	0.999348689931056
ENST00000416943.1	CCL24	7	3	75441113	75443033	360	1.3190410763e-06	3.06555049555e-06	2.89142308788e-07	17	36	3	16.2023	35.990613	4.53333126	-0.122857225196794	-0.000765574477261569	0.713373481489118	0.0171892202994171
ENST00000006777.6	RHBDD2	7	4	75508400	75517667	1095	7.37314617755e-06	1.3424044608e-05	6.01121354963e-07	61	117	1	71.3583286334	131.510066812	7.33973041746	0.76018084076764	0.618881324195175	2.31803730665011	0.646226806703523
ENST00000223398.6	CLIP2	7	16	73731876	73818178	3141	2.31097222116e-05	4.53938463845e-05	2.49531203089e-06	242	347	1	232.145076257	452.657033352	29.8572978049	-0.400979290723917	2.4290143300277	5.23142617180281	0.999881647285659
ENST00000461988.1	POR	7	15	75583310	75615799	2043	1.57313920642e-05	2.9208006991e-05	1.95323991502e-06	158	289	11	149.674099129	270.925791845	22.9401064672	-0.421897878743396	-0.537094019373537	2.46944957045137	4.33906087150102e-05
ENST00000275560.3	SRCRB4D	7	10	76019375	76033756	1728	1.44478964462e-05	2.72585704648e-05	1.54492063732e-06	88	189	9	117.707364215	228.231833448	16.4563118454	1.69750951271252	1.27018391853075	1.82073808548474	9.86180795293454e-05
ENST00000248600.1	STYXL1	7	8	75625785	75659841	942	3.85609994845e-06	9.57916637952e-06	7.03438969802e-07	45	104	5	46.6463914052	110.857319807	11.0975142837	0.149442162291781	0.318557223167817	1.81313299815718	0.00974654300814003
ENST00000435819.1	CD36	7	12	80276056	80303463	1419	4.86444093625e-06	1.15120150447e-05	9.81142904315e-07	69	330	49	58.7964336568	131.909390139	15.7574221053	-0.824947146255128	-8.4361137129815	-8.29548530076234	8.31103233660849e-46
ENST00000257663.3	TMEM60	7	1	77423288	77423690	402	1.26178931021e-06	3.19458724857e-06	2.50183781641e-07	16	36	0	14.71543	36.6144328	3.25373099	-0.207596883585959	0.0496663952039129	1.78681880893182	0.661431575510107
ENST00000285871.4	CCDC146	7	18	76796985	76924183	2868	9.08320949217e-06	2.44162121459e-05	2.80849803437e-06	106	272	31	105.551322311	270.594580363	37.6853363083	-0.0270753304507936	-0.0417885071788181	1.07876470222045	3.02024489245997e-18
ENST00000248594.6	PTPN12	7	18	77166863	77268597	2343	7.10211245601e-06	1.90062294412e-05	2.14174427963e-06	102	215	2	84.5070465461	213.397754744	30.2062483218	-1.17968501431777	-0.053646113132114	5.08377842130839	0.999459858785815
ENST00000248553.6	HSPB1	7	3	75932029	75933490	618	5.79995609864e-06	1.12901996933e-05	4.66513643042e-07	41	62	7	47.6023191766	92.3399518042	5.31734107037	0.593242113038331	1.5443171909896	-0.722833928165337	6.92483241362485e-06
ENST00000307630.3	YWHAG	7	2	75958893	75988125	744	6.17894891233e-06	1.06742069724e-05	7.04160298733e-07	65	30	0	69.4972372018	119.51753938	8.5298119203	0.33443504089164	4.00505661726071	2.89307320193229	0.937613568815639
ENST00000354212.4	MAGI2	7	22	77648631	79082636	4368	2.52778506971e-05	5.11350456886e-05	3.39199880847e-06	199	396	9	271.041256743	548.601765035	46.3648988497	2.71277148686612	3.18674621878456	5.43574211730228	0.883174386756098
ENST00000326382.8	SRRM3	7	14	75864384	75914993	1794	1.87527297158e-05	3.91204278046e-05	1.5091801303e-06	46	94	1	72.0005807957	153.473972384	11.9320071912	1.89961021585852	2.34815198495774	3.1349668177228	0.911827252904099
ENST00000248598.5	FGL2	7	2	76825595	76829110	1320	4.97699652088e-06	1.18461876861e-05	6.83710668327e-07	48	137	3	57.2286	135.0579715	8.58477637	0.756273098543461	-0.0817345181162872	1.88812611304103	0.0949976759625154
